sample_index,file_id,velocity_l2,acceleration_l2,activity_count,nothing,walk,rotation,jump,wave,lie_down,pick_up,sit_down,stand_up,environment,model
65,act_20_31,10.936622619628906,20.293010711669922,1,0,0,0,0,1,0,0,0,0,classroom,lejepa
66,act_22_36,8.747809410095215,14.76518726348877,1,0,0,1,0,0,0,0,0,0,classroom,lejepa
67,act_28_44,14.792774200439453,22.438697814941406,3,1,0,0,0,0,0,0,1,1,classroom,lejepa
68,act_27_67,10.683873176574707,16.144222259521484,2,0,0,0,1,1,0,0,0,0,classroom,lejepa
69,act_27_1,11.249335289001465,17.49401092529297,2,1,0,0,0,1,0,0,0,0,classroom,lejepa
70,act_33_2,9.143102645874023,12.118284225463867,4,0,1,1,1,0,1,0,0,0,classroom,lejepa
71,act_22_53,11.979026794433594,18.04157257080078,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
72,act_20_93,8.210808753967285,11.626262664794922,1,0,0,1,0,0,0,0,0,0,classroom,lejepa
73,act_19_22,10.144966125488281,14.806538581848145,1,0,0,0,1,0,0,0,0,0,classroom,lejepa
74,act_36_36,10.67188549041748,15.78878402709961,5,1,1,1,1,0,0,0,0,1,classroom,lejepa
75,act_21_99,11.555609703063965,19.161462783813477,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
76,act_27_21,14.118499755859375,23.284229278564453,2,0,0,1,0,0,0,1,0,0,classroom,lejepa
77,act_25_89,13.880390167236328,18.556495666503906,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
78,act_25_77,9.92733383178711,15.310354232788086,1,0,0,0,0,1,0,0,0,0,classroom,lejepa
79,act_32_93,13.722445487976074,19.546363830566406,1,0,0,1,0,0,0,0,0,0,classroom,lejepa
80,act_36_52,17.50562858581543,22.96042823791504,3,0,0,0,0,0,0,1,1,1,classroom,lejepa
81,act_21_85,9.71808910369873,18.38313865661621,1,0,0,0,1,0,0,0,0,0,classroom,lejepa
82,act_33_57,11.97683334350586,17.967044830322266,3,0,0,1,1,1,0,0,0,0,classroom,lejepa
83,act_33_34,14.40634822845459,20.996849060058594,4,0,1,0,0,0,0,1,1,1,classroom,lejepa
84,act_31_54,14.242871284484863,19.979923248291016,2,1,0,0,0,0,0,0,0,1,classroom,lejepa
85,act_26_19,9.183268547058105,15.643379211425781,2,0,0,1,1,0,0,0,0,0,classroom,lejepa
86,act_27_19,8.862338066101074,13.431591033935547,2,1,0,0,0,1,0,0,0,0,classroom,lejepa
87,act_29_89,16.30809211730957,25.01064682006836,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
88,act_31_18,10.556990623474121,14.028464317321777,4,1,1,1,0,0,0,0,0,1,classroom,lejepa
89,act_31_12,15.915019035339355,21.811927795410156,4,0,0,1,1,1,1,0,0,0,classroom,lejepa
90,act_25_54,13.638873100280762,19.485519409179688,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
91,act_22_51,9.743966102600098,13.655458450317383,1,0,0,0,0,0,0,1,0,0,classroom,lejepa
92,act_31_47,14.467185020446777,20.336490631103516,2,0,1,1,0,0,0,0,0,0,classroom,lejepa
93,act_29_79,11.63996410369873,17.965312957763672,2,0,0,0,0,0,0,1,1,0,classroom,lejepa
94,act_28_12,11.469467163085938,14.775249481201172,3,0,0,1,1,1,0,0,0,0,classroom,lejepa
95,act_20_83,14.080166816711426,22.767255783081055,1,0,1,0,0,0,0,0,0,0,classroom,lejepa
96,act_21_24,12.797897338867188,19.488262176513672,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
97,act_19_62,11.236160278320312,18.708040237426758,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
98,act_24_46,6.984567642211914,9.39771556854248,1,1,0,0,0,0,0,0,0,0,classroom,lejepa
99,act_19_45,16.038137435913086,27.108489990234375,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
100,act_27_85,7.693002223968506,10.840311050415039,2,0,0,0,1,1,0,0,0,0,classroom,lejepa
101,act_35_5,13.611595153808594,19.89301109313965,5,0,0,0,0,1,1,1,1,1,classroom,lejepa
102,act_22_63,8.538422584533691,9.550836563110352,1,1,0,0,0,0,0,0,0,0,classroom,lejepa
103,act_202_83,4.55465841293335,6.518405914306641,0,0,0,0,0,0,0,0,0,0,classroom,lejepa
104,act_21_8,5.561242580413818,7.5155510902404785,1,1,0,0,0,0,0,0,0,0,classroom,lejepa
105,act_31_98,15.847270965576172,24.5223388671875,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
106,act_29_80,15.996203422546387,20.484012603759766,2,0,0,0,0,0,0,0,1,1,classroom,lejepa
107,act_29_46,8.845008850097656,11.387289047241211,2,1,1,0,0,0,0,0,0,0,classroom,lejepa
108,act_32_19,7.579993724822998,9.214201927185059,4,1,1,0,1,1,0,0,0,0,classroom,lejepa
109,act_22_52,12.583958625793457,18.850139617919922,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
110,act_26_45,11.052929878234863,12.59628677368164,2,0,1,1,0,0,0,0,0,0,classroom,lejepa
111,act_202_18,3.984822988510132,6.55658483505249,0,0,0,0,0,0,0,0,0,0,classroom,lejepa
112,act_27_95,9.361950874328613,15.687020301818848,1,0,0,0,0,1,0,0,0,0,classroom,lejepa
113,act_30_8,16.643922805786133,26.619417190551758,3,0,0,1,0,0,0,0,1,1,classroom,lejepa
114,act_33_54,14.141495704650879,19.896732330322266,3,1,1,0,0,0,0,0,0,1,classroom,lejepa
115,act_27_11,12.638659477233887,20.41071319580078,2,0,1,0,0,0,1,0,0,0,classroom,lejepa
116,act_36_10,10.192557334899902,10.964184761047363,5,1,1,1,1,1,0,0,0,0,classroom,lejepa
117,act_25_10,11.957969665527344,17.56447982788086,2,1,1,0,0,0,0,0,0,0,classroom,lejepa
118,act_29_48,9.045984268188477,13.429537773132324,2,0,0,1,1,0,0,0,0,0,classroom,lejepa
119,act_26_50,14.85292911529541,22.62662124633789,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
120,act_22_6,13.270960807800293,18.791709899902344,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
121,act_31_34,17.199617385864258,26.405107498168945,4,1,0,0,0,0,0,1,1,1,classroom,lejepa
122,act_21_13,12.281773567199707,19.712574005126953,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
123,act_33_52,17.05864715576172,25.910945892333984,3,0,0,0,0,0,0,1,1,1,classroom,lejepa
124,act_29_98,12.897994995117188,19.80270767211914,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
125,act_22_21,11.927042961120605,16.143455505371094,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
126,act_26_2,10.331692695617676,19.942249298095703,2,0,0,0,1,1,0,0,0,0,classroom,lejepa
127,act_29_4,7.5022711753845215,12.322309494018555,3,0,0,0,1,1,0,1,0,0,classroom,lejepa
128,act_34_4,17.104665756225586,22.927288055419922,5,0,0,0,1,1,1,1,1,0,classroom,lejepa
129,act_26_93,8.883764266967773,15.944585800170898,1,0,0,1,0,0,0,0,0,0,classroom,lejepa
130,act_29_47,7.631533145904541,9.650354385375977,2,0,1,1,0,0,0,0,0,0,classroom,lejepa
131,act_28_35,14.179954528808594,19.63245964050293,3,1,0,0,0,0,0,0,1,1,classroom,lejepa
132,act_23_58,13.433914184570312,18.036497116088867,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
133,act_20_56,11.322013854980469,12.824698448181152,1,0,1,0,0,0,0,0,0,0,classroom,lejepa
134,act_21_49,5.0411553382873535,6.529082775115967,1,0,0,0,0,1,0,0,0,0,classroom,lejepa
135,act_22_50,13.222636222839355,19.273468017578125,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
136,act_21_87,10.589092254638672,17.33108139038086,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
137,act_21_78,11.011263847351074,15.566795349121094,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
138,act_34_45,11.474339485168457,18.216407775878906,5,1,1,1,1,0,0,0,0,1,classroom,lejepa
139,act_24_66,10.475567817687988,15.67765998840332,1,0,0,1,0,0,0,0,0,0,classroom,lejepa
140,act_30_92,11.094748497009277,15.884746551513672,1,0,1,0,0,0,0,0,0,0,classroom,lejepa
141,act_34_10,10.389348030090332,16.9233341217041,5,1,1,1,1,1,0,0,0,0,classroom,lejepa
142,act_32_14,10.376465797424316,15.3871488571167,4,0,0,0,0,1,1,0,1,1,classroom,lejepa
143,act_29_43,14.189122200012207,19.630393981933594,3,1,0,0,0,0,0,1,1,0,classroom,lejepa
144,act_35_21,15.502461433410645,26.652149200439453,5,0,0,1,1,1,1,1,0,0,classroom,lejepa
145,act_30_5,12.688580513000488,16.528949737548828,3,0,0,0,0,1,1,0,0,1,classroom,lejepa
146,act_19_99,12.424171447753906,19.351978302001953,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
147,act_36_46,10.128113746643066,15.054637908935547,3,1,1,1,0,0,0,0,0,0,classroom,lejepa
148,act_34_97,15.77923583984375,26.81258773803711,1,0,0,0,0,0,0,1,0,0,classroom,lejepa
149,act_30_69,15.14471435546875,23.149635314941406,2,0,0,0,0,0,1,1,0,0,classroom,lejepa
150,act_30_36,13.03331470489502,21.41213035583496,3,1,0,0,1,0,0,0,0,1,classroom,lejepa
151,act_35_32,13.616055488586426,23.70831298828125,5,0,0,0,0,1,1,1,1,1,classroom,lejepa
152,act_32_44,10.957621574401855,17.08184814453125,4,0,1,1,0,0,0,0,1,1,classroom,lejepa
153,act_24_59,8.42367935180664,13.793600082397461,1,0,0,0,0,1,0,0,0,0,classroom,lejepa
154,act_28_94,16.41328239440918,25.15367317199707,1,0,0,0,1,0,0,0,0,0,classroom,lejepa
155,act_31_44,17.145355224609375,24.43541145324707,4,1,1,0,0,0,0,0,1,1,classroom,lejepa
156,act_19_98,12.585567474365234,19.831825256347656,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
157,act_34_92,9.00719165802002,10.079073905944824,1,0,1,0,0,0,0,0,0,0,classroom,lejepa
158,act_22_98,11.979843139648438,15.891115188598633,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
159,act_31_92,13.088568687438965,18.296722412109375,1,0,1,0,0,0,0,0,0,0,classroom,lejepa
160,act_27_65,10.48923397064209,13.720918655395508,2,0,1,1,0,0,0,0,0,0,classroom,lejepa
161,act_20_47,10.018418312072754,14.323831558227539,1,0,1,0,0,0,0,0,0,0,classroom,lejepa
162,act_28_40,13.414470672607422,23.16434097290039,3,0,0,0,1,1,1,0,0,0,classroom,lejepa
163,act_29_49,7.690995693206787,10.389616012573242,2,0,0,0,1,1,0,0,0,0,classroom,lejepa
164,act_26_76,8.040940284729004,12.229833602905273,2,0,0,0,1,1,0,0,0,0,classroom,lejepa
165,act_22_12,10.858631134033203,15.151031494140625,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
166,act_26_57,5.815704822540283,8.175309181213379,1,0,0,0,1,0,0,0,0,0,classroom,lejepa
167,act_20_26,10.450623512268066,14.862635612487793,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
168,act_34_40,14.238896369934082,18.1920166015625,5,0,0,0,1,1,1,1,1,0,classroom,lejepa
169,act_22_86,5.532532215118408,7.316195487976074,1,0,0,0,0,1,0,0,0,0,classroom,lejepa
170,act_25_58,11.270973205566406,19.221988677978516,1,0,0,0,1,0,0,0,0,0,classroom,lejepa
171,act_36_72,13.328316688537598,16.733989715576172,2,1,0,0,0,0,0,0,0,1,classroom,lejepa
172,act_36_31,12.201628684997559,19.845088958740234,5,0,0,0,1,1,1,1,1,0,classroom,lejepa
173,act_35_43,15.99189281463623,23.467437744140625,5,1,1,0,0,0,0,1,1,1,classroom,lejepa
174,act_22_29,7.186340808868408,9.518887519836426,1,0,0,0,0,1,0,0,0,0,classroom,lejepa
175,act_25_23,16.39002799987793,29.97330093383789,2,0,0,0,0,1,1,0,0,0,classroom,lejepa
176,act_25_80,14.011466979980469,20.628286361694336,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
177,act_30_10,12.870831489562988,18.642047882080078,3,1,1,0,0,1,0,0,0,0,classroom,lejepa
178,act_24_35,7.6636810302734375,8.958946228027344,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
179,act_202_64,5.573143005371094,8.092649459838867,0,0,0,0,0,0,0,0,0,0,classroom,lejepa
180,act_202_26,4.944498062133789,7.275561809539795,0,0,0,0,0,0,0,0,0,0,classroom,lejepa
181,act_21_64,4.944360733032227,7.863195419311523,1,1,0,0,0,0,0,0,0,0,classroom,lejepa
182,act_20_51,10.619681358337402,15.151594161987305,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
183,act_29_84,9.937769889831543,14.79368782043457,1,0,0,1,0,0,0,0,0,0,classroom,lejepa
184,act_32_98,13.766825675964355,18.41791343688965,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
185,act_34_13,13.021716117858887,17.89857292175293,5,0,0,0,1,1,1,1,1,0,classroom,lejepa
186,act_25_64,5.642631530761719,7.580320358276367,1,1,0,0,0,0,0,0,0,0,classroom,lejepa
187,act_31_81,15.766067504882812,23.000457763671875,2,1,0,0,0,0,0,0,0,1,classroom,lejepa
188,act_24_73,4.318566799163818,6.902642250061035,1,1,0,0,0,0,0,0,0,0,classroom,lejepa
189,act_22_25,3.7491157054901123,5.48275899887085,1,1,0,0,0,0,0,0,0,0,classroom,lejepa
190,act_30_24,14.601258277893066,24.28272819519043,3,1,0,0,0,0,1,1,0,0,classroom,lejepa
191,act_34_9,10.366896629333496,15.196359634399414,5,1,1,1,1,0,0,0,0,1,classroom,lejepa
192,act_23_11,13.72173023223877,22.483516693115234,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
193,act_24_67,9.92470932006836,12.330057144165039,1,0,0,0,1,0,0,0,0,0,classroom,lejepa
194,act_27_9,11.3674955368042,16.335674285888672,2,0,0,0,1,0,0,0,0,1,classroom,lejepa
195,act_34_68,16.300168991088867,21.769527435302734,2,0,0,0,0,1,1,0,0,0,classroom,lejepa
196,act_27_96,11.15520191192627,15.974379539489746,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
197,act_19_38,11.96905517578125,18.498104095458984,1,0,1,0,0,0,0,0,0,0,classroom,lejepa
198,act_24_21,9.213122367858887,13.960489273071289,1,0,0,1,0,0,0,0,0,0,classroom,lejepa
199,act_33_65,14.747547149658203,18.499799728393555,2,0,1,1,0,0,0,0,0,0,classroom,lejepa
